Garage_Cars,Gr_Liv_Area,Year_Built,Total_Bsmt_SF,Fireplace_Qu_No_Fireplace,First_Flr_SF,Lot_Area,Year_Remod_Add,Latitude,Longitude
2,1230,1910,440,1,682,10440,1981,42.033273,-93.615583
1,882,1952,720,1,882,11556,1952,42.040479,-93.617238
2,1861,2002,916,1,920,13450,2002,42.01686,-93.68923
3,2365,1999,1252,0,1268,9430,1999,42.053749,-93.65429
2,1222,2010,1222,1,1222,7360,2010,42.024604,-93.692521
2,1728,1956,1048,0,1728,13495,1956,42.044926,-93.622476
2,1316,2005,1316,0,1316,10237,2006,42.063304,-93.646459
1,1363,1951,1008,0,1363,14559,2000,42.037122,-93.617207
1,1700,1980,430,1,880,1700,1981,42.023651,-93.674402
3,1611,2002,1569,1,1611,11664,2002,42.017109,-93.687819
2,1596,2005,784,1,784,9316,2005,42.023138,-93.688929
1,907,1978,907,1,907,16269,1978,42.020087,-93.687212
2,864,1961,864,1,864,8499,1961,42.034615,-93.674051
1,1050,1961,1050,1,1050,10659,1961,42.043214,-93.623414
2,2090,1984,1190,0,1190,5062,1984,42.059239,-93.632917
2,1218,2007,1218,1,1218,9605,2007,42.037557,-93.69153
1,1565,1965,1187,0,1565,8800,2000,42.040072,-93.630156
1,1343,1921,731,0,820,7681,1950,42.016684,-93.644295
3,4676,2007,3138,0,3138,40094,2008,42.016642,-93.676241
0,605,1920,528,1,605,9098,2002,42.020186,-93.66468
3,1916,1998,1049,0,1036,11050,1999,41.99706,-93.604947
2,1335,2006,1335,1,1335,9000,2007,42.051795,-93.65042
2,1075,1963,981,1,1075,11235,1963,42.033604,-93.675551
1,1435,1950,910,1,910,8674,1950,42.034339,-93.6262716
2,1977,1964,816,0,1127,9500,1978,42.034615,-93.625632
1,1143,1959,1143,1,1143,8050,1959,42.042908,-93.617117
1,1582,1938,952,0,994,6120,1950,42.03235,-93.621351
1,1955,1958,1151,1,1151,9000,1958,42.021389,-93.625143
2,1302,1970,630,1,630,2016,1970,42.052294,-93.629777
2,1548,1978,804,0,804,2364,1978,42.05009,-93.625688
2,1061,1990,1054,1,1061,10778,1991,42.034183,-93.684708
2,1524,1979,1332,0,1332,23595,1979,42.026547,-93.667904
2,1200,2004,600,1,600,3182,2005,42.047899,-93.644889
2,1692,2009,846,1,846,13159,2009,41.995058,-93.651832
2,1664,1978,1664,1,1664,8385,1978,41.994357,-93.606736
1,1040,1966,1040,1,1040,11677,1966,42.032385,-93.67369
1,1229,1956,1134,1,1229,17140,1956,42.023229,-93.671177
1,1489,1940,778,0,944,9900,1950,42.016921,-93.64857
3,1609,1932,637,0,959,12320,1990,42.0157866,-93.6416718
2,1512,2000,756,1,756,2998,2000,42.046144,-93.64566
2,1326,2006,1326,1,1326,11660,2006,42.063031,-93.644627
1,924,1975,924,1,924,7990,1975,42.021275,-93.684289
2,1877,1974,1084,0,1084,8000,1974,42.048765,-93.632191
3,1876,2005,1308,1,1308,11003,2006,42.024601,-93.689071
2,1445,1900,676,1,831,14235,1993,42.0298532,-93.6801805
2,1708,2004,976,1,976,3363,2004,42.018809,-93.669924
2,1840,2001,944,1,944,12420,2001,42.01571,-93.689438
1,2210,1880,1008,1,1178,9900,1950,42.028076,-93.617037
3,1950,2007,1950,0,1950,14418,2007,42.061133,-93.657889
2,1641,1972,1001,0,1001,10759,1972,42.034532,-93.660522
1,1484,1910,771,1,866,10320,1950,42.022951,-93.623814
0,2128,1922,1040,1,1088,3000,1950,42.026956,-93.621633
2,1690,2000,915,0,940,9487,2000,42.057836,-93.641323
2,1657,1994,832,1,832,14565,1995,42.034988,-93.689801
1,1475,1977,757,0,925,2665,1977,41.990523,-93.603922
0,788,1941,788,0,788,7446,1950,42.03405,-93.628478
2,1117,1977,1029,0,1117,9638,1977,42.018852,-93.675294
3,2358,2005,1524,0,1544,11643,2006,42.060377,-93.6531488
2,1320,2003,660,1,660,7750,2003,42.059526,-93.643641
2,1224,2009,612,1,612,3000,2009,42.048488,-93.646338
2,1199,1993,1199,1,1199,7892,1993,42.036466,-93.686278
2,968,1923,968,1,968,8520,2006,42.030311,-93.606789
2,864,1972,864,1,864,7200,2000,42.020861,-93.683158
2,1514,2000,794,0,819,8433,2000,42.057834,-93.641313
3,2470,2003,2535,0,2470,12720,2003,42.058484,-93.656958
3,1511,1995,1401,0,1511,11454,1995,42.030276,-93.681136
3,1468,2008,1468,0,1468,9612,2009,42.054282,-93.644121
2,1072,2005,547,1,1072,3675,2005,42.018961,-93.670025
2,1846,2006,1836,0,1846,13377,2006,42.02437,-93.689485
2,868,1971,768,1,868,8425,1990,42.029562,-93.678149
3,1818,2007,895,0,895,12568,2007,42.059211,-93.650597
1,1304,1976,264,0,616,2665,1976,41.991372,-93.604649
4,2634,1969,1248,1,1338,11643,1969,42.04124,-93.610649
2,1721,1994,928,1,936,8462,1994,42.036028,-93.689026
1,780,1972,780,1,780,7200,1972,42.020991,-93.683309
1,1112,1954,1112,0,1112,9100,1954,42.016152,-93.639431
1,1566,1900,930,1,930,9600,2003,42.028099,-93.616887
1,1015,1925,768,1,1015,6120,1950,42.032478,-93.624553
1,720,1949,0,1,720,6627,1950,42.035582,-93.628205
2,1456,2006,728,1,728,15578,2006,42.062576,-93.645755
3,2039,1941,929,0,2039,21299,1963,42.040276,-93.61547
1,1626,1954,988,1,988,10512,1954,42.024949,-93.66712
2,1217,1991,1217,1,1217,7175,1991,42.035629,-93.686267
2,1506,2005,1362,0,1506,3013,2005,42.063301,-93.642116
2,1644,1953,1416,0,1644,9600,1953,42.034741,-93.623705
1,1244,1957,1244,0,1244,11988,1957,42.044218,-93.613046
3,1795,2006,900,0,909,10603,2006,42.052346,-93.64287
2,1525,2000,1525,1,1525,9100,2000,42.018043,-93.692606
2,1837,1997,941,1,941,8304,1998,42.036849,-93.689021
1,1056,1968,1056,0,1056,8450,1968,42.055227,-93.628806
3,1636,2006,1623,0,1636,13501,2006,42.054309,-93.642234
2,1604,2006,1604,0,1604,8814,2006,42.024596,-93.689071
2,1452,1964,1420,0,1452,11235,1980,42.032426,-93.675559
2,1126,1949,0,1,1126,8777,2003,42.020123,-93.678305
1,1393,1955,816,1,872,16466,1955,42.018541,-93.66345
3,2596,2006,1249,1,1249,16259,2006,42.061901,-93.658226
2,1436,1910,676,1,760,8777,2000,42.0195855,-93.678267
2,1128,1964,1302,0,1128,18160,1964,42.057022,-93.633329
2,848,2004,848,0,848,4426,2004,42.015927,-93.683127
2,1525,2006,1510,0,1525,10936,2006,42.061531,-93.643954
1,914,1970,914,1,914,7920,2002,42.054612,-93.626722
2,1575,1992,1575,1,1575,8012,1992,42.036464,-93.686428
1,1329,1958,1329,1,1329,14267,1958,42.052659,-93.6193873
1,1644,1942,728,0,888,9480,1995,42.034755,-93.620491
2,816,1963,816,1,816,8472,1963,42.020693,-93.629495
3,1766,2008,1751,0,1766,11778,2008,42.027193,-93.686789
2,990,1994,990,1,990,8072,1995,42.0197228,-93.6928668
2,2320,1948,0,0,1547,14762,1950,42.0593867,-93.6220148
2,1492,2006,738,1,738,9073,2006,42.061987,-93.644306
0,1200,1987,1200,1,1200,10800,1988,42.028101,-93.658207
2,1228,1988,1228,0,1228,4671,1989,42.059518,-93.632013
3,1689,2007,1689,1,1689,9849,2007,42.054153,-93.64248
1,1616,1926,1149,1,1149,5400,2004,42.0282,-93.608882
2,1516,1964,1516,1,1516,10004,1964,42.040645,-93.629415
3,1866,2008,1858,0,1866,10110,2008,42.057164,-93.654187
2,1442,1990,910,0,1442,10357,1991,42.033662,-93.684102
2,1374,2004,384,0,744,11084,2004,42.061483,-93.643062
0,729,1935,270,1,729,4130,2003,42.035571,-93.62936
3,3005,2004,1376,0,1376,2880,2005,42.047627,-93.647765
3,1746,2006,698,0,698,9729,2007,42.06208,-93.644415
1,954,1938,920,0,954,6305,1950,42.016067,-93.646416
2,1809,2005,945,1,945,10984,2006,42.024376,-93.688786
2,1190,1962,1106,1,1190,7728,1962,42.044735,-93.619334
2,1440,1981,1440,0,1440,12546,1981,42.054368,-93.637875
2,1895,1994,712,0,1086,10832,1996,42.058445,-93.636798
2,1250,1910,661,0,661,5362,2003,42.016853,-93.646289
2,1180,1970,1180,1,1180,7830,1970,42.055184,-93.626603
1,938,1975,938,1,938,9200,1980,42.022136,-93.685742
2,1524,1979,1524,0,1524,20270,1979,42.02521,-93.67358
2,990,1995,990,1,990,13568,1995,42.019047,-93.692005
3,2046,2005,1994,0,2046,15431,2006,42.061284,-93.657967
0,1414,1922,864,0,964,8248,1950,42.022088,-93.6567
2,1250,2006,625,1,625,4251,2007,42.047667,-93.646478
1,1242,1960,1242,1,1242,7903,1960,42.037084,-93.606782
3,2196,1990,2158,0,2196,14684,1991,42.03254,-93.68341
2,1632,1969,784,0,784,10457,1969,41.99095,-93.600191
2,2730,1986,1502,0,1553,10380,1987,42.031546,-93.68347
2,1537,1962,1319,0,1537,8400,2005,42.0470799,-93.6169916
1,1624,1952,1444,0,1624,10858,1952,42.034612,-93.624738
2,1870,2001,944,1,944,11250,2001,42.016978,-93.685673
1,1360,1969,1104,0,1360,13384,1979,41.991708,-93.600439
2,1652,2006,1652,0,1652,13173,2007,42.06128,-93.657483
2,1594,1993,1594,0,1594,9547,1993,42.043363,-93.638051
2,1402,2008,1402,1,1402,8640,2008,42.051652,-93.650338
1,1388,1977,675,1,686,8340,1977,42.020145,-93.686825
3,2046,2008,2046,0,2046,11844,2008,42.059817,-93.628639
2,1116,1962,1116,1,1116,10000,1962,42.034748,-93.605943
2,1627,1900,797,1,830,9142,2006,42.029028,-93.61844
1,988,1973,462,0,526,1596,1973,41.991779,-93.604269
1,1041,1959,1041,1,1041,9600,1959,42.041104,-93.624581
0,864,1914,864,1,864,8248,1950,42.022089,-93.656735
1,1672,1940,981,0,1014,6000,1989,42.03337,-93.623666
2,1801,1930,697,0,1104,14210,1959,42.016124,-93.640612
2,1501,1999,744,0,757,2280,1999,42.047104,-93.644107
1,1031,1952,1031,1,1031,7626,2005,42.034918,-93.618605
2,2519,1989,1210,0,1238,26178,1990,42.004509,-93.644527
3,1214,1915,672,1,694,10410,1950,42.034574,-93.614049
3,1654,2002,1654,1,1654,8125,2002,42.016979,-93.685571
1,1013,1926,992,1,1013,5000,1950,42.033493,-93.622102
2,1491,1996,1491,0,1491,7777,1996,41.997299,-93.646634
1,1482,1925,672,1,810,12155,1950,42.019986,-93.64856
2,2872,1992,1683,0,2129,10678,2000,42.045776,-93.652658
2,1306,2005,1306,0,1306,5122,2005,42.059183,-93.649723
2,1337,2003,1337,1,1337,8450,2003,42.014038,-93.686903
2,2201,1966,697,0,1575,19690,1966,42.026614,-93.663475
3,1962,2006,1391,1,1391,8760,2006,42.025194,-93.688924
1,1461,1949,832,1,832,10800,1996,42.0347542,-93.609945
1,1022,1910,1022,1,1022,7200,2006,42.0282044,-93.6076506
2,2287,1953,1304,0,1304,15593,1953,42.032575,-93.662039
1,1690,1916,815,0,815,8850,1950,42.027953,-93.615337
1,1230,1946,747,1,774,4712,1950,42.035836,-93.628568
2,2217,1970,2217,0,2217,15865,1970,42.050443,-93.61728
0,1406,1920,319,1,1035,7920,1950,42.02295,-93.625289
1,1051,1966,1051,1,1051,9759,1966,42.04795,-93.6269
2,1314,2007,1314,0,1314,5001,2008,42.058336,-93.650244
2,1481,1994,702,0,702,8125,1995,42.058173,-93.636822
3,2324,2005,1175,0,1182,11924,2006,42.060866,-93.652334
2,1040,1950,0,1,1040,8544,1950,42.034662,-93.609053
3,1968,2009,774,0,774,12003,2010,41.99353,-93.649471
2,1830,1967,1865,0,1830,20355,1967,42.031635,-93.668392
1,1450,1920,624,1,730,5350,1965,42.02928,-93.620183
1,1040,1959,1040,1,1040,7500,2003,42.035862,-93.605968
1,1183,1959,528,1,1183,8000,1959,42.035706,-93.605968
1,948,1972,483,1,483,1680,1972,42.051672,-93.629877
2,980,1977,980,1,980,7064,1977,42.034747,-93.677008
2,2358,1908,907,0,1307,45600,1997,42.028381,-93.663054
2,1126,1984,1060,1,1126,7400,1984,42.030552,-93.671905
3,2270,1999,1152,0,1164,11764,2007,42.052457,-93.650356
2,1786,2001,920,0,920,11250,2002,42.015949,-93.68895
1,1150,1961,1150,1,1150,7000,1961,42.034708,-93.606744
2,1240,1985,1265,1,1240,10331,1985,41.998023,-93.646617
2,1323,1948,780,1,948,9184,2005,42.032611,-93.62005
2,1510,1910,677,1,833,9600,1950,42.029007,-93.617054
2,1004,1977,975,1,1004,10530,1977,41.996907,-93.603173
2,1362,1993,796,1,796,14115,1995,41.986502,-93.609453
2,2322,1999,1037,0,1037,12460,2000,42.05695,-93.641342
2,1892,2000,982,0,1008,8220,2001,42.058595,-93.642397
3,2520,2007,1508,0,1508,23303,2007,42.060353,-93.656737
1,1108,1930,637,0,1108,7449,1950,42.02543,-93.628301
1,1176,1957,1176,0,1176,8856,1957,42.043988,-93.618634
2,2786,1993,1848,0,1827,11025,1994,42.048607,-93.653232
2,1419,2001,1419,0,1419,4385,2001,42.046372,-93.646989
1,1055,1978,1061,1,1055,2304,1978,42.049996,-93.625672
2,1995,2002,854,0,864,8740,2002,42.059181,-93.64334
2,1040,1949,0,1,1040,8544,1950,42.03471,-93.609053
2,848,2003,848,1,848,4435,2003,42.016277,-93.681085
1,767,1998,723,1,767,4058,1998,42.05467,-93.624798
3,3078,1998,1408,0,1671,10557,1998,42.05359,-93.652641
1,1008,1956,1008,1,1008,6860,1956,42.043143,-93.618404
1,1273,1910,616,1,1055,11388,1993,42.020871,-93.655631
1,1424,1921,1228,0,1424,7290,1950,42.017083,-93.651635
1,952,1956,952,1,952,8475,1956,42.044773,-93.622662
1,1073,1967,1073,1,1073,9981,1967,42.03156,-93.674179
2,1680,1998,1650,0,1680,10140,1999,42.043673,-93.632647
2,1839,1966,756,0,1051,7700,1966,42.037093,-93.603705
2,1680,1995,1680,1,1680,17871,1996,42.011836,-93.644923
2,1982,1989,807,0,1175,11287,1989,42.031566,-93.683226
2,1295,1978,1057,0,1295,3840,1998,42.043754,-93.648172
2,1625,2006,1573,0,1625,5568,2007,42.009401,-93.615697
2,1309,1974,1040,0,1309,10140,1999,42.04977,-93.630289
2,1511,2002,1368,0,1511,2938,2002,42.063185,-93.640227
2,1395,1972,723,0,735,12936,1972,42.047652,-93.631519
3,1567,2006,1520,0,1567,3982,2006,42.062831,-93.641518
3,1702,2007,1702,0,1702,10130,2007,42.054151,-93.642579
2,1232,2007,1232,1,1232,7314,2007,42.024327,-93.690111
1,2068,1922,1108,0,1160,7793,2005,42.030187,-93.625825
2,1572,1995,806,0,806,10364,1996,42.060466,-93.63736
1,1005,1956,1005,0,1005,11050,1956,42.038602,-93.613491
2,1086,1966,1024,0,1086,13400,1966,42.040811,-93.608984
3,2520,1995,1203,0,1214,9950,1995,42.051813,-93.653708
1,912,1962,912,1,912,7150,1962,42.034581,-93.669845
1,1017,1900,346,1,709,9143,2003,42.029281,-93.618297
3,2758,2005,1704,0,1722,13654,2006,42.06027,-93.657211
0,816,1990,816,1,816,11841,1990,42.019926,-93.673197
0,1140,1910,576,1,792,8800,2004,42.032134,-93.617135
2,1675,1999,841,0,892,24682,1999,42.057093,-93.641397
2,1178,1973,1176,0,1178,10000,2000,42.049609,-93.631129
2,858,1982,858,1,858,7252,1982,42.030628,-93.671849
2,883,1992,828,0,883,7669,1993,41.987659,-93.602777
1,1288,1941,824,1,824,6191,1950,42.016072,-93.647027
0,1588,1949,448,1,1588,12205,1992,42.0311,-93.606802
2,1432,1977,716,0,716,8286,1977,41.989488,-93.604524
1,1322,1939,672,1,899,6240,1952,42.031438,-93.624539
2,1261,1958,1261,0,1261,9120,1958,42.044853,-93.617543
1,899,1910,481,1,899,6756,1950,42.030406,-93.615031
1,1111,1926,572,0,572,5700,1950,42.0287814,-93.6096482
1,1024,1965,1024,1,1024,13052,1965,42.035325,-93.670919
1,641,1925,641,1,641,7030,1950,42.020855,-93.629496
1,1092,1976,546,1,546,1890,1976,41.991868,-93.603422
1,990,1994,990,1,990,8428,1994,42.019032,-93.692286
2,1459,2002,1459,0,1459,8749,2002,42.016973,-93.686795
2,1080,2003,530,1,530,2403,2003,42.046114,-93.645478
2,2620,1977,1361,0,1361,18890,1977,42.0349702,-93.6574973
3,1718,2006,1700,0,1718,12456,2007,42.0623099,-93.658877
3,2640,2006,2036,0,2036,13162,2006,42.052265,-93.64407
2,1337,2001,1337,0,1337,4113,2001,42.054789,-93.624798
2,2044,1980,738,0,1277,10400,1988,42.052544,-93.635153
0,1832,1967,1832,1,1832,10773,1967,42.033386,-93.671021
3,3086,1935,666,1,1308,21281,2007,42.036027,-93.615616
2,1262,2006,1262,1,1262,7200,2006,42.051245,-93.643173
1,987,1973,483,1,483,1680,1973,42.052794,-93.628971
3,2172,2006,1063,0,1071,14154,2006,42.062259,-93.654774
1,1092,1973,546,1,546,1974,1973,41.991861,-93.60359
2,1169,1993,1160,0,1169,8076,1994,42.0591,-93.635716
2,1360,1955,384,0,1360,7134,1955,42.03846,-93.612401
1,1024,1956,1008,0,1024,10533,1956,42.053327,-93.618182
2,1181,1972,1138,1,1181,10012,1972,42.019861,-93.671443
2,1739,1999,970,1,983,2645,2000,42.047171,-93.641799
1,816,1982,816,1,816,8314,1982,41.98822,-93.604146
2,1547,2009,756,1,764,8640,2009,42.051653,-93.650318
2,1504,2005,1346,0,1504,3182,2006,42.062285,-93.6424399
2,1728,2007,1884,0,1728,11449,2007,41.99312,-93.653218
2,1425,1998,1425,1,1425,8685,1998,42.0209,-93.690363
2,1800,2007,1800,1,1800,11923,2007,42.024628,-93.689072
1,1551,1938,1058,1,1058,10890,1950,42.018282,-93.651285
2,1258,1969,1198,1,1258,12900,1969,42.034428,-93.666954
1,1930,1927,720,1,1146,6876,1950,42.025306,-93.628299
2,1409,2002,1409,0,1409,12864,2002,41.995973,-93.606933
2,1947,2004,991,0,991,12552,2005,42.052347,-93.642773
1,919,1926,894,1,919,7000,1998,42.022607,-93.628409
2,1620,1969,780,1,780,10793,1969,42.05026,-93.63724
1,1242,1946,484,1,1242,17808,1950,42.023021,-93.671511
1,984,1954,936,1,984,6390,1954,42.034564,-93.607948
2,1092,1964,1092,1,1092,8250,1964,42.0417754,-93.6277098
1,1302,1964,1302,1,1302,9350,1991,42.0417369,-93.6279875
1,864,1972,864,1,864,7200,1972,42.020998,-93.682979
2,2050,1978,832,0,1154,13250,1978,42.05184,-93.637774
1,1099,1995,1099,1,1099,9525,2006,42.01915,-93.691213
1,1302,1972,630,1,630,1680,1972,42.051822,-93.629881
0,708,1940,420,1,708,5330,1950,42.035489,-93.629499
2,1585,2005,784,1,831,7632,2005,42.03718,-93.691247
0,1484,1914,742,0,742,6300,2001,42.02813,-93.613845
2,1088,1986,1074,1,1088,3696,1986,42.059375,-93.634513
2,1548,2004,1365,0,1548,3072,2004,42.0623,-93.6419
0,1534,1895,736,1,751,10800,1999,42.035854,-93.6139
2,1495,2006,738,0,738,8857,2006,42.0626729,-93.644788
3,2490,2005,2458,0,2490,11128,2006,42.053108,-93.641296
1,2264,1918,1100,1,1100,7755,1995,42.0304477,-93.6209132
2,894,1974,864,1,894,11800,1974,42.021992,-93.684962
2,1441,1978,855,0,855,2289,1978,42.050134,-93.62569
3,1822,2005,1822,0,1822,14122,2006,42.060879,-93.652336
2,1470,1995,680,0,680,8139,1996,42.061231,-93.637796
2,1573,1930,1078,0,1128,6240,1992,42.031461,-93.622552
1,1232,1939,600,0,608,6000,1950,42.033612,-93.623521
2,2263,2001,1055,0,1055,9240,2002,42.01727,-93.685572
1,1784,1914,747,1,892,13132,1950,42.01895,-93.646438
1,1162,1930,728,1,728,6120,1950,42.032396,-93.624553
3,1713,2004,1713,0,1713,9591,2005,42.060576,-93.654724
3,2402,2008,3094,0,2402,15431,2008,42.061902,-93.657828
2,1072,2005,547,1,1072,3675,2006,42.01896,-93.669952
0,1452,1920,736,1,736,4456,2008,42.0296722,-93.618648
2,1365,1970,765,1,765,2368,1970,42.052338,-93.628119
3,1571,2007,1571,0,1571,10991,2007,41.994824,-93.651732
2,1008,1977,923,0,1008,9129,1977,41.991098,-93.604644
1,492,1921,492,1,492,7830,1950,42.031964,-93.610354
2,893,1949,845,1,893,9600,2003,42.035932,-93.617191
2,832,1923,678,0,832,9656,1970,42.030388,-93.606789
3,2153,2000,1440,0,1476,11050,2000,42.018703,-93.682983
1,1442,1958,1442,1,1442,9750,1958,42.043946,-93.615281
2,733,1952,0,1,733,14584,1952,42.018806,-93.625217
2,1362,1920,611,1,751,6155,1999,42.031049,-93.624591
2,1200,2005,600,1,600,3180,2005,42.047806,-93.64489
1,1389,1946,651,0,707,3378,1992,42.0303538,-93.6176367
2,1636,1998,952,0,952,7500,1999,42.059161,-93.639069
2,1733,1955,0,0,1733,13680,1955,42.027656,-93.665996
1,1336,1920,637,1,897,11040,1950,42.019025,-93.615307
2,1394,1963,1394,0,1394,9500,1963,42.046827,-93.615686
3,1740,2006,1721,1,1740,12228,2006,42.062109,-93.654774
1,912,1964,912,1,912,7800,1964,42.040148,-93.610501
2,1673,2000,1673,0,1673,11354,2000,42.018849,-93.682805
2,1511,1997,802,0,802,11207,1997,42.061879,-93.636373
1,1578,1941,806,0,958,9490,1950,42.034831,-93.620494
2,1287,1959,1063,0,1287,9830,2006,42.040085,-93.607275
1,672,1941,672,1,672,9340,1950,42.025996,-93.66527
3,1800,2002,1800,0,1800,14331,2002,41.994347,-93.646758
3,1494,2006,1494,0,1494,10652,2007,42.025594,-93.691248
2,1661,1998,1649,1,1661,12137,1998,42.017749,-93.682686
2,1400,1978,672,0,672,7844,1978,42.032216,-93.672278
2,2167,1974,1192,0,1516,17542,2003,42.037502,-93.661848
2,1400,1986,676,1,698,10274,1986,42.035968,-93.685037
1,1639,1936,1064,1,1166,10480,1950,42.016072,-93.646735
3,1418,2010,1642,0,1418,12853,2010,42.0470316,-93.641253
2,1248,2005,1248,1,1248,3010,2006,42.063301,-93.642261
2,1382,1998,384,0,751,8923,1998,42.059283,-93.63921
2,1625,1965,1625,1,1625,9750,1965,42.042943,-93.6324549
1,923,1984,876,1,923,6951,1985,41.988934,-93.604761
2,2036,1965,2136,0,2036,215245,1965,42.00138,-93.652119
2,1621,1975,1621,0,1621,9373,1975,42.053166,-93.632915
2,1034,1978,450,0,1034,7703,1978,42.031348,-93.672718
2,1208,2005,1208,1,1208,7488,2005,42.024635,-93.689816
3,1977,2006,982,1,982,9605,2006,42.053032,-93.643748
1,1224,1917,689,1,725,10632,1950,42.028256,-93.658265
2,1767,1987,1064,0,1064,5306,1987,42.059332,-93.631572
1,1477,1928,861,0,877,6292,1950,42.016835,-93.648419
1,1224,1948,816,1,816,8064,2004,42.035867,-93.61061
2,1086,1954,1086,1,1086,10200,2003,42.038249,-93.618788
2,2640,1967,932,0,1271,10400,1997,42.046476,-93.633163
1,912,1962,912,1,912,12968,1962,42.035179,-93.675743
2,1224,1979,1086,0,1224,7018,1979,42.031834,-93.6791403
2,1588,2007,725,1,725,10411,2007,42.051657,-93.650279
2,1838,2007,1838,0,1838,11422,2008,42.025577,-93.690364
2,894,1972,894,1,894,7200,1972,42.020991,-93.683159
1,888,1961,920,1,888,8700,1961,42.039983,-93.609148
2,1320,1948,768,1,819,8064,1950,42.034811,-93.610604
1,1125,1976,1041,0,1125,7200,1976,42.018928,-93.675248
2,1365,1971,765,1,765,1920,1971,42.051833,-93.627242
1,691,1920,691,1,691,5400,1950,42.034878,-93.613899
2,1229,1980,561,0,561,1300,1980,42.009489,-93.645743
1,2526,1916,714,0,1664,8520,1950,42.02911,-93.62033
2,1515,2004,789,0,813,9024,2004,42.061316,-93.642641
2,1281,1925,1151,1,845,10284,1993,42.0357,-93.615536
2,1540,1994,754,1,754,9109,1994,42.037607,-93.687804
2,1690,2000,924,0,948,8063,2000,42.058858,-93.642288
3,1970,2006,1085,0,1120,11065,2006,42.061377,-93.643862
0,800,1936,264,0,800,6120,1950,42.032359,-93.623643
2,1604,1998,926,1,926,9535,1998,42.060771,-93.638775
1,1302,1940,680,0,798,6960,1998,42.032638,-93.660691
2,1820,1965,864,0,902,13700,1988,42.048952,-93.6167
1,713,1930,713,1,713,10410,2001,42.0378602,-93.6143498
2,1382,2000,673,1,673,2651,2000,42.046127,-93.645479
2,1665,2001,810,1,810,8400,2001,42.044693,-93.631899
2,1338,2001,1338,1,1338,4920,2001,42.062978,-93.633792
2,1414,2002,707,0,707,7750,2002,42.059507,-93.643632
2,875,1972,385,1,875,7200,2006,42.021737,-93.683169
1,1030,1972,494,1,494,1890,1972,42.051798,-93.627103
3,1634,2006,1626,0,1634,11428,2006,42.061504,-93.65331
2,1609,1995,754,1,754,8453,1995,42.035875,-93.689769
0,904,1922,683,1,904,10020,1950,42.0269586,-93.6601886
2,1811,1956,1073,0,1811,14115,2004,42.013296,-93.642884
2,1430,1974,1430,0,1430,19508,1974,42.0375,-93.66203
0,1355,1914,684,1,773,6882,2006,42.0249982,-93.6277573
1,1661,1955,992,0,1661,9600,1996,42.03713,-93.623556
3,1717,2006,1709,0,1717,11146,2006,42.061382,-93.653152
3,1865,2000,992,0,992,10316,2000,42.018354,-93.686189
2,1326,2005,1326,1,1326,12216,2005,42.062067,-93.6443
2,1668,2003,840,1,840,11317,2003,42.016214,-93.692052
1,789,1926,768,1,789,10594,1950,42.018039,-93.646688
1,1458,1948,912,0,912,17503,1950,42.035869,-93.620341
1,1374,1920,840,1,840,5400,1950,42.0347398,-93.61203
2,864,1950,864,1,864,7200,2002,42.035876,-93.607963
2,1072,2005,547,1,1072,3675,2006,42.01896,-93.669977
2,1141,2006,1141,1,1141,7500,2006,42.037611,-93.692017
1,1148,1959,1148,1,1148,7931,1959,42.037214,-93.606786
0,1884,1907,707,1,942,6449,1950,42.025255,-93.657573
0,1594,1910,828,1,828,11426,1996,42.030427,-93.6189373
2,1395,1963,1395,0,1395,9760,1984,42.036873,-93.604835
2,1944,1910,972,1,972,10307,1950,42.0323259,-93.6195025
2,1119,2004,835,1,1119,16219,2005,42.061429,-93.644064
2,1427,1969,1427,1,1427,11104,1969,42.0492538,-93.6343272
1,1092,1970,546,1,546,1533,1970,41.992522,-93.6019
1,1256,1959,1256,1,1256,8000,1959,42.037162,-93.605971
1,926,1977,902,0,926,9750,1977,41.997067,-93.604716
2,936,1996,920,1,936,6710,1997,41.993356,-93.608192
2,1712,1959,1626,1,1712,8393,2005,42.042114,-93.622312
2,2422,1954,1288,0,2422,12671,1994,42.028424,-93.66504
1,945,1973,945,0,945,2394,1973,41.991758,-93.604318
2,2299,1999,938,0,957,7500,2003,42.059242,-93.639068
0,1020,1918,1020,1,1020,4761,1950,42.02297,-93.606869
2,1756,1996,872,1,888,9303,1997,41.997364,-93.646782
1,1014,1956,0,1,1014,7785,1956,42.042398,-93.621336
2,1025,1976,1015,0,1025,8660,1976,42.021386,-93.686678
2,1274,1991,624,1,624,10475,1991,41.986647,-93.600582
2,1795,2005,879,1,879,9316,2006,42.024485,-93.688917
2,1444,1976,1444,0,1444,10400,1976,42.049449,-93.635216
3,1500,2006,1356,0,1500,4045,2006,42.062873,-93.641522
2,1600,1997,916,0,916,8773,1997,42.061326,-93.636972
2,1246,1964,1246,0,1246,12700,1964,42.049031,-93.616852
2,1882,1981,0,0,964,8250,1981,42.035756,-93.683957
2,1299,1954,967,0,1299,11375,1995,42.033726,-93.661983
2,1576,1923,1324,0,1072,21384,2004,42.033996,-93.6289369
3,1542,2007,1542,0,1542,11830,2007,42.055757,-93.643769
2,1496,2007,768,1,768,15810,2007,42.063388,-93.646937
1,968,1956,0,1,968,8626,1956,42.0272605,-93.6041765
1,1113,1950,1113,0,1113,9600,2007,42.036178,-93.622494
